userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Irvan Mikhael,5,2023-08-29 19:05:29,Aplikasinya canggih dan berguna banget. Pokoknya saya approve deh 👍,Positive,aplikasinya canggih dan berguna banget pokoknya saya approve deh ,aplikasinya canggih berguna banget pokoknya approve deh,"['aplikasinya', 'canggih', 'berguna', 'banget', 'pokoknya', 'approve', 'deh']",aplikasi canggih guna banget pokok approve deh
Sutami Kim,5,2023-07-29 02:44:37,"Ada versi android nya, keren...",Positive,ada versi android nya keren,versi android nya keren,"['versi', 'android', 'nya', 'keren']",versi android nya keren
Rama Ahmad,5,2023-08-05 16:20:31,Update selalu AI nya biar mantap,Positive,update selalu ai nya biar mantap,update ai nya biar mantap,"['update', 'ai', 'nya', 'biar', 'mantap']",update ai nya biar mantap
2nd 2nd,4,2023-08-23 15:48:26,fitur premiumnya mahal banget,Positive,fitur premiumnya mahal banget,fitur premiumnya mahal banget,"['fitur', 'premiumnya', 'mahal', 'banget']",fitur premium mahal banget
FADLI ZAKA RIA,5,2023-07-29 06:16:51,"Yang official lebih enak,dibanding aplikasi unofficial",Positive,yang official lebih enakdibanding aplikasi unofficial,official enakdibanding aplikasi unofficial,"['official', 'enakdibanding', 'aplikasi', 'unofficial']",official enakdibanding aplikasi unofficial
Skull 501,4,2023-08-17 16:11:09,membantu tugasku(walau matematika ada yang meleset),Positive,membantu tugaskuwalau matematika ada yang meleset,membantu tugaskuwalau matematika meleset,"['membantu', 'tugaskuwalau', 'matematika', 'meleset']",bantu tugaskuwalau matematika meleset
Bruh,5,2023-09-05 19:01:22,Sangat berguna untuk membantu kegiatan sehari-hari,Positive,sangat berguna untuk membantu kegiatan seharihari,berguna membantu kegiatan seharihari,"['berguna', 'membantu', 'kegiatan', 'seharihari']",guna bantu giat seharihari
Asep Saputra,5,2023-08-16 18:00:24,Sangatt suka..seperti punya teman curhat😊😊😍ChatGPT KEREN.,Positive,sangatt sukaseperti punya teman curhatchatgpt keren,sangatt sukaseperti teman curhatchatgpt keren,"['sangatt', 'sukaseperti', 'teman', 'curhatchatgpt', 'keren']",sangatt sukaseperti teman curhatchatgpt keren
Alun Pertiwi,5,2023-08-14 03:56:06,sangat bagus sesui dengan keinginan palajaran,Positive,sangat bagus sesui dengan keinginan palajaran,bagus sesui palajaran,"['bagus', 'sesui', 'palajaran']",bagus sesui palajaran
Afgan Toha. S,5,2023-08-23 22:13:08,sangat sangat membantu saya baik dalam mengerjakan tugas maupun menanyakan hal hal lain,Positive,sangat sangat membantu saya baik dalam mengerjakan tugas maupun menanyakan hal hal lain,membantu tugas,"['membantu', 'tugas']",bantu tugas
Muhammad Zhorif,5,2023-08-21 20:22:16,"wow, kaget saya ternyata teknologi nya di luar nurul😁😁",Positive,wow kaget saya ternyata teknologi nya di luar nurul,wow kaget teknologi nya nurul,"['wow', 'kaget', 'teknologi', 'nya', 'nurul']",wow kaget teknologi nya nurul
Ahmad Ainul Yaqin,5,2023-08-01 11:05:07,Alhamdulillah udah tersedia di mobile 😊,Positive,alhamdulillah udah tersedia di mobile ,alhamdulillah udah tersedia mobile,"['alhamdulillah', 'udah', 'tersedia', 'mobile']",alhamdulillah udah sedia mobile
Gintera Ginting,5,2023-07-28 06:35:11,"Lebih suka Di browser, tapi baguss kok",Positive,lebih suka di browser tapi baguss kok,suka browser baguss,"['suka', 'browser', 'baguss']",suka browser baguss
Qwp Qwe,5,2023-08-22 17:51:02,Sangat sangat membantu sekali Terimakasih AI,Positive,sangat sangat membantu sekali terimakasih ai,membantu terimakasih ai,"['membantu', 'terimakasih', 'ai']",bantu terimakasih ai
Afrian Kugisaki,5,2023-08-23 12:30:15,"sangat bagus,dan sangat membantu,terimakasih open ai 🗣️💯💯",Positive,sangat bagusdan sangat membantuterimakasih open ai ,bagusdan membantuterimakasih open ai,"['bagusdan', 'membantuterimakasih', 'open', 'ai']",bagusdan membantuterimakasih open ai
abdul hafidh hasan,5,2023-08-26 15:15:51,mantap memudahkan untuk mecari solusi dan permasalahan mengenai apa saja yg di butuhkan,Positive,mantap memudahkan untuk mecari solusi dan permasalahan mengenai apa saja yg di butuhkan,mantap memudahkan mecari solusi permasalahan yg butuhkan,"['mantap', 'memudahkan', 'mecari', 'solusi', 'permasalahan', 'yg', 'butuhkan']",mantap mudah mecari solusi masalah yg butuh
Rambutan Asem,5,2023-07-28 20:34:15,Menurut saya aplikasi ini sudah oke untuk pembelajaran menggunakan ai,Positive,menurut saya aplikasi ini sudah oke untuk pembelajaran menggunakan ai,aplikasi oke pembelajaran ai,"['aplikasi', 'oke', 'pembelajaran', 'ai']",aplikasi oke ajar ai
Zhetra San,5,2023-09-25 05:58:38,Jadi aplikasi nomor 1 di setiap hp yg aku pegang. Mantap lah,Positive,jadi aplikasi nomor  di setiap hp yg aku pegang mantap lah,aplikasi nomor hp yg pegang mantap,"['aplikasi', 'nomor', 'hp', 'yg', 'pegang', 'mantap']",aplikasi nomor hp yg pegang mantap
Purple King,5,2023-09-22 22:05:46,"keren bang, keren parah sumpah",Positive,keren bang keren parah sumpah,keren bang keren parah sumpah,"['keren', 'bang', 'keren', 'parah', 'sumpah']",keren bang keren parah sumpah
Djumadil,5,2023-07-31 13:37:30,Bagus responnya lumayan cepat,Positive,bagus responnya lumayan cepat,bagus responnya lumayan cepat,"['bagus', 'responnya', 'lumayan', 'cepat']",bagus responnya lumayan cepat
Paw Paw,5,2023-10-01 17:18:19,"Mantap ChatGPT, sangat membantu mengerjakan pekerjaan sehari-hari, semoga penemu chatGPT dan orang-orang yang mengurus chatGPT diberikan kemuliaan karena telah membantu banyak sekali orang di dunia 😄",Positive,mantap chatgpt sangat membantu mengerjakan pekerjaan seharihari semoga penemu chatgpt dan orangorang yang mengurus chatgpt diberikan kemuliaan karena telah membantu banyak sekali orang di dunia ,mantap chatgpt membantu pekerjaan seharihari semoga penemu chatgpt orangorang mengurus chatgpt kemuliaan membantu orang dunia,"['mantap', 'chatgpt', 'membantu', 'pekerjaan', 'seharihari', 'semoga', 'penemu', 'chatgpt', 'orangorang', 'mengurus', 'chatgpt', 'kemuliaan', 'membantu', 'orang', 'dunia']",mantap chatgpt bantu kerja seharihari moga temu chatgpt orangorang urus chatgpt mulia bantu orang dunia
Karan Arkana Suroso,5,2023-08-14 20:37:51,aplikasi yg sangat keren dan sangat membantu,Positive,aplikasi yg sangat keren dan sangat membantu,aplikasi yg keren membantu,"['aplikasi', 'yg', 'keren', 'membantu']",aplikasi yg keren bantu
Rafi Adiwitya,5,2023-09-03 09:34:06,"Apk ini sangat bagus, saya sangat menyukai nya, ini sangat bermanfaat",Positive,apk ini sangat bagus saya sangat menyukai nya ini sangat bermanfaat,apk bagus menyukai nya bermanfaat,"['apk', 'bagus', 'menyukai', 'nya', 'bermanfaat']",apk bagus suka nya manfaat
Zelix,5,2023-08-31 21:03:55,"Udah cukup bagus, lengkap, dan bisa diandalkan. Namun, kalo bisa ditambahin juga lah pengiriman bergambar. Intinya overall udah oke nih AI. Keep it up, devloper!",Positive,udah cukup bagus lengkap dan bisa diandalkan namun kalo bisa ditambahin juga lah pengiriman bergambar intinya overall udah oke nih ai keep it up devloper,udah bagus lengkap diandalkan kalo ditambahin pengiriman bergambar intinya overall udah oke nih ai keep it up devloper,"['udah', 'bagus', 'lengkap', 'diandalkan', 'kalo', 'ditambahin', 'pengiriman', 'bergambar', 'intinya', 'overall', 'udah', 'oke', 'nih', 'ai', 'keep', 'it', 'up', 'devloper']",udah bagus lengkap andal kalo ditambahin kirim gambar inti overall udah oke nih ai keep it up devloper
Venom Cyber Security,4,2023-08-31 16:47:33,"Perangkat saya adalah Xiaomi Redmi 7 dan aplikasi ini ga bisa di jalankan dan walaupun saya sudah mengikuti langkah yang di sarankan untuk mengizinkan telfon di layanan google play tapi tetap saja sama, dan waktu saya meng uninstal aplikasi ini malah ga bisa tapi setelah saya uninstall lewat play store ternyata bisa, semoga aplikasi ini dibuat lebih ringan lagi dan ga makan banyak ram, terimakasih👍",Positive,perangkat saya adalah xiaomi redmi  dan aplikasi ini ga bisa di jalankan dan walaupun saya sudah mengikuti langkah yang di sarankan untuk mengizinkan telfon di layanan google play tapi tetap saja sama dan waktu saya meng uninstal aplikasi ini malah ga bisa tapi setelah saya uninstall lewat play store ternyata bisa semoga aplikasi ini dibuat lebih ringan lagi dan ga makan banyak ram terimakasih,perangkat xiaomi redmi aplikasi ga jalankan mengikuti langkah sarankan mengizinkan telfon layanan google play meng uninstal aplikasi ga uninstall play store semoga aplikasi ringan ga makan ram terimakasih,"['perangkat', 'xiaomi', 'redmi', 'aplikasi', 'ga', 'jalankan', 'mengikuti', 'langkah', 'sarankan', 'mengizinkan', 'telfon', 'layanan', 'google', 'play', 'meng', 'uninstal', 'aplikasi', 'ga', 'uninstall', 'play', 'store', 'semoga', 'aplikasi', 'ringan', 'ga', 'makan', 'ram', 'terimakasih']",perangkat xiaomi redmi aplikasi ga jalan ikut langkah saran izin telfon layan google play meng uninstal aplikasi ga uninstall play store moga aplikasi ringan ga makan ram terimakasih
Mui Jung,5,2023-08-07 15:21:58,"Membantu banget gak kaya google kalo di tanyain malah suruh cari di web ribet lama,ini the best",Positive,membantu banget gak kaya google kalo di tanyain malah suruh cari di web ribet lamaini the best,membantu banget gak kaya google kalo tanyain suruh cari web ribet lamaini the best,"['membantu', 'banget', 'gak', 'kaya', 'google', 'kalo', 'tanyain', 'suruh', 'cari', 'web', 'ribet', 'lamaini', 'the', 'best']",bantu banget gak kaya google kalo tanyain suruh cari web ribet lamaini the best
Donny Lukman,5,2023-08-18 20:02:09,Good Project ...mudah dan ringkas dalam menemukan jawaban dan solusi dlm kehidupan kita sehari2 ...tks chatgpt 🥰🙏,Positive,good project mudah dan ringkas dalam menemukan jawaban dan solusi dlm kehidupan kita sehari tks chatgpt ,good project mudah ringkas menemukan solusi dlm kehidupan sehari tks chatgpt,"['good', 'project', 'mudah', 'ringkas', 'menemukan', 'solusi', 'dlm', 'kehidupan', 'sehari', 'tks', 'chatgpt']",good project mudah ringkas temu solusi dlm hidup hari tks chatgpt
Devi Parwati,5,2023-09-20 16:18:59,"Bagus , membantu saya yang Tdk lancar Bhs inggris 🤣🤣",Positive,bagus  membantu saya yang tdk lancar bhs inggris ,bagus membantu tdk lancar bhs inggris,"['bagus', 'membantu', 'tdk', 'lancar', 'bhs', 'inggris']",bagus bantu tdk lancar bhs inggris
Ananta Pebrianto,5,2023-09-24 19:41:29,sangat berguna sekali ya teman teman,Positive,sangat berguna sekali ya teman teman,berguna ya teman teman,"['berguna', 'ya', 'teman', 'teman']",guna ya teman teman
Rizky Pratama,5,2023-08-28 14:34:16,Aplikasi ini sangat membantu dalam mengerjakan soal,Positive,aplikasi ini sangat membantu dalam mengerjakan soal,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu
Marriadi Indra,5,2023-09-07 22:32:26,"bagus, saya suka dengan apk ini👍🏻⭐️⭐️⭐️⭐️⭐️",Positive,bagus saya suka dengan apk ini,bagus suka apk,"['bagus', 'suka', 'apk']",bagus suka apk
Reiji Valdcs,5,2023-09-27 12:37:06,Lanjut terus sempurnakan,Positive,lanjut terus sempurnakan,sempurnakan,['sempurnakan'],sempurna
BeBy_ MeTaL,5,2023-09-05 09:42:39,Aplikasi yg sangat bagus saya tidak pernah bosan memainkannya,Positive,aplikasi yg sangat bagus saya tidak pernah bosan memainkannya,aplikasi yg bagus bosan memainkannya,"['aplikasi', 'yg', 'bagus', 'bosan', 'memainkannya']",aplikasi yg bagus bosan main
Hartono,5,2023-07-27 23:02:17,Semoga bermanfaat untuk semua para penggunaya Aplikasi ChatGPT. Terima Kasih,Positive,semoga bermanfaat untuk semua para penggunaya aplikasi chatgpt terima kasih,semoga bermanfaat penggunaya aplikasi chatgpt terima kasih,"['semoga', 'bermanfaat', 'penggunaya', 'aplikasi', 'chatgpt', 'terima', 'kasih']",moga manfaat penggunaya aplikasi chatgpt terima kasih
Nda Lexa,5,2023-08-01 19:00:28,"Aplikasi yg sangat membantu untuk aku yg males ribet mengerjakan tugas sekolah, tinggal tulis soal jawaban langsung muncul no ribet2. The best aplikasinya",Positive,aplikasi yg sangat membantu untuk aku yg males ribet mengerjakan tugas sekolah tinggal tulis soal jawaban langsung muncul no ribet the best aplikasinya,aplikasi yg membantu yg males ribet tugas sekolah tinggal tulis langsung muncul no ribet the best aplikasinya,"['aplikasi', 'yg', 'membantu', 'yg', 'males', 'ribet', 'tugas', 'sekolah', 'tinggal', 'tulis', 'langsung', 'muncul', 'no', 'ribet', 'the', 'best', 'aplikasinya']",aplikasi yg bantu yg males ribet tugas sekolah tinggal tulis langsung muncul no ribet the best aplikasi
M. Ridwan,5,2023-09-02 10:57:46,sangat membantu dalam mengerjakan tugas,Positive,sangat membantu dalam mengerjakan tugas,membantu tugas,"['membantu', 'tugas']",bantu tugas
Haikal EXE,5,2023-09-28 18:59:41,"sangat membantu saya dalam mengerjakan tugas tugas, jempol dari saya!!",Positive,sangat membantu saya dalam mengerjakan tugas tugas jempol dari saya,membantu tugas tugas jempol,"['membantu', 'tugas', 'tugas', 'jempol']",bantu tugas tugas jempol
Myrna Recy,5,2023-09-10 20:39:40,berguna buat respon temen ama pacar lumayan lah buat yang bingung mw jawab apa🗿👍,Positive,berguna buat respon temen ama pacar lumayan lah buat yang bingung mw jawab apa,berguna respon temen ama pacar lumayan bingung mw,"['berguna', 'respon', 'temen', 'ama', 'pacar', 'lumayan', 'bingung', 'mw']",guna respon temen ama pacar lumayan bingung mw
Deva Pratama,5,2023-08-14 19:05:08,Kemampuan ia yang luar biasa mau sesulit apapun pertanyaannya ia dengan mudah menjawab terimakasih chatgpt,Positive,kemampuan ia yang luar biasa mau sesulit apapun pertanyaannya ia dengan mudah menjawab terimakasih chatgpt,kemampuan sesulit apapun pertanyaannya mudah terimakasih chatgpt,"['kemampuan', 'sesulit', 'apapun', 'pertanyaannya', 'mudah', 'terimakasih', 'chatgpt']",mampu sulit apa tanya mudah terimakasih chatgpt
Taskiman,5,2023-07-27 22:59:08,"Tambahkan tombol Copy Teks yang berisi Kode program, dan tampilkan juga warna pada isi kode yang diberikan ChatGPT.",Positive,tambahkan tombol copy teks yang berisi kode program dan tampilkan juga warna pada isi kode yang diberikan chatgpt,tambahkan tombol copy teks berisi kode program tampilkan warna isi kode chatgpt,"['tambahkan', 'tombol', 'copy', 'teks', 'berisi', 'kode', 'program', 'tampilkan', 'warna', 'isi', 'kode', 'chatgpt']",tambah tombol copy teks isi kode program tampil warna isi kode chatgpt
rizky setiawan,1,2023-07-28 09:06:00,update pengetahuan nya.. 2021 itu terlalu ketinggalan jaman,Negative,update pengetahuan nya  itu terlalu ketinggalan jaman,update pengetahuan nya ketinggalan jaman,"['update', 'pengetahuan', 'nya', 'ketinggalan', 'jaman']",update tahu nya tinggal jaman
fajar setya wibowo,5,2023-09-06 05:20:36,Bermanfaat membantu pekerjaan saya di kantor,Positive,bermanfaat membantu pekerjaan saya di kantor,bermanfaat membantu pekerjaan kantor,"['bermanfaat', 'membantu', 'pekerjaan', 'kantor']",manfaat bantu kerja kantor
Akun zaky Algifharie,5,2023-10-04 13:53:07,Aplikasi kesukaan saya bisa semuanya,Positive,aplikasi kesukaan saya bisa semuanya,aplikasi kesukaan,"['aplikasi', 'kesukaan']",aplikasi suka
hadi susyanto,5,2023-09-07 09:24:40,sangat berguna belajar apa saja..hebat.,Positive,sangat berguna belajar apa sajahebat,berguna belajar sajahebat,"['berguna', 'belajar', 'sajahebat']",guna ajar sajahebat
Dimas Poetrapratama,5,2023-07-28 15:43:56,Aplikasi chatgpt bagus sekali wajib di kasih bintang lima,Positive,aplikasi chatgpt bagus sekali wajib di kasih bintang lima,aplikasi chatgpt bagus wajib kasih bintang,"['aplikasi', 'chatgpt', 'bagus', 'wajib', 'kasih', 'bintang']",aplikasi chatgpt bagus wajib kasih bintang
nurholis marshall,5,2023-08-25 16:52:53,Sangat bermanfaat untuk orang yg sulit bertanya langsung kepada orang lain secara kritis.,Positive,sangat bermanfaat untuk orang yg sulit bertanya langsung kepada orang lain secara kritis,bermanfaat orang yg sulit langsung orang kritis,"['bermanfaat', 'orang', 'yg', 'sulit', 'langsung', 'orang', 'kritis']",manfaat orang yg sulit langsung orang kritis
eddy setianto,5,2023-09-22 23:01:57,Sangat bagus untuk referensi,Positive,sangat bagus untuk referensi,bagus referensi,"['bagus', 'referensi']",bagus referensi
Him Mmye,5,2023-08-22 10:40:20,"aplikasi yang bagus, sangat membantu 😍",Positive,aplikasi yang bagus sangat membantu ,aplikasi bagus membantu,"['aplikasi', 'bagus', 'membantu']",aplikasi bagus bantu
Darma Pardosi,5,2023-08-26 14:23:19,"luar biasa,sangat membantu",Positive,luar biasasangat membantu,biasasangat membantu,"['biasasangat', 'membantu']",biasasangat bantu
Timothy Christian Prasetyo,5,2023-08-17 10:53:12,"sangat membantu sekali, terimakasih untuk manusia yang membuat AI ini. love u so much💓",Positive,sangat membantu sekali terimakasih untuk manusia yang membuat ai ini love u so much,membantu terimakasih manusia ai love u so much,"['membantu', 'terimakasih', 'manusia', 'ai', 'love', 'u', 'so', 'much']",bantu terimakasih manusia ai love u so much
Ivan Jatnika,5,2023-08-09 22:00:12,Aplikasi yg sangat membantu terima kasih.,Positive,aplikasi yg sangat membantu terima kasih,aplikasi yg membantu terima kasih,"['aplikasi', 'yg', 'membantu', 'terima', 'kasih']",aplikasi yg bantu terima kasih
Ringson Sidabutar,5,2023-08-28 18:12:28,"Ini yang asli ya teman teman, yang lain itu bajakan semua!",Positive,ini yang asli ya teman teman yang lain itu bajakan semua,asli ya teman teman bajakan,"['asli', 'ya', 'teman', 'teman', 'bajakan']",asli ya teman teman baja
Daffa Al Ghifari,5,2023-07-30 10:11:40,"aplikasi bagus banget, sangat berguna",Positive,aplikasi bagus banget sangat berguna,aplikasi bagus banget berguna,"['aplikasi', 'bagus', 'banget', 'berguna']",aplikasi bagus banget guna
Fatur Rahman R.,5,2023-09-08 05:34:20,Bagus! Tolong diupdate pengetahuan AI-nya sampai September 2023.,Positive,bagus tolong diupdate pengetahuan ainya sampai september ,bagus tolong diupdate pengetahuan ainya september,"['bagus', 'tolong', 'diupdate', 'pengetahuan', 'ainya', 'september']",bagus tolong diupdate tahu ainya september
Faris Jhatisunda,5,2023-08-11 22:33:14,sangat berguna dan bermanfaat,Positive,sangat berguna dan bermanfaat,berguna bermanfaat,"['berguna', 'bermanfaat']",guna manfaat
Dwi Sup,5,2023-07-27 22:49:40,Ringan dan cepat,Positive,ringan dan cepat,ringan cepat,"['ringan', 'cepat']",ringan cepat
Muhammad Arjuna,5,2023-09-28 20:50:56,Aplikasi ini sangat membantu saya dalam pertanyaan yang saya tidak tahu 💯,Positive,aplikasi ini sangat membantu saya dalam pertanyaan yang saya tidak tahu ,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu
Chelvin Christiansantosa,5,2023-08-29 21:50:06,Apk ny bagus cuman kadang kadang sistem ny eror,Positive,apk ny bagus cuman kadang kadang sistem ny eror,apk ny bagus cuman kadang kadang sistem ny eror,"['apk', 'ny', 'bagus', 'cuman', 'kadang', 'kadang', 'sistem', 'ny', 'eror']",apk ny bagus cuman kadang kadang sistem ny eror
Akung xD,1,2023-08-31 19:37:27,tidak bisa login,Negative,tidak bisa login,login,['login'],login
eby tapilahuwane,5,2023-08-22 10:09:45,Mantap benar aplikasi sangat membantu,Positive,mantap benar aplikasi sangat membantu,mantap aplikasi membantu,"['mantap', 'aplikasi', 'membantu']",mantap aplikasi bantu
Fire Shadow,5,2023-09-08 15:10:05,Sangat membantu dalam berbagai hal,Positive,sangat membantu dalam berbagai hal,membantu,['membantu'],bantu
Ahmad Rayhan Firdaus,4,2023-10-04 20:14:53,Aplikasi ini sangat membantu dalam hal baru,Positive,aplikasi ini sangat membantu dalam hal baru,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu
Suci Kurniawati,5,2023-09-21 15:51:03,bener bener ngebantu banget terimakasih 🦋😍😍,Positive,bener bener ngebantu banget terimakasih ,bener bener ngebantu banget terimakasih,"['bener', 'bener', 'ngebantu', 'banget', 'terimakasih']",bener bener ngebantu banget terimakasih
Nur Fitriani Ramadhan,5,2023-09-20 07:27:22,"saran, tambahin fitur pinned dong.",Positive,saran tambahin fitur pinned dong,saran tambahin fitur pinned,"['saran', 'tambahin', 'fitur', 'pinned']",saran tambahin fitur pinned
Bima Sigit,5,2023-09-17 19:30:46,Sangat membantu. Keren !,Positive,sangat membantu keren ,membantu keren,"['membantu', 'keren']",bantu keren
Nazril Alatha,5,2023-09-16 21:44:07,Sangat bagus keren mantap,Positive,sangat bagus keren mantap,bagus keren mantap,"['bagus', 'keren', 'mantap']",bagus keren mantap
Mine Game,5,2023-09-18 06:50:28,sangat membantu kehidupan sehari hari,Positive,sangat membantu kehidupan sehari hari,membantu kehidupan sehari,"['membantu', 'kehidupan', 'sehari']",bantu hidup hari
R U D Z,5,2023-10-04 19:55:30,"dari 29 siswa di kelas, cuma gw doang yg tahu dan make ai ini💀",Positive,dari  siswa di kelas cuma gw doang yg tahu dan make ai ini,siswa kelas gw doang yg make ai,"['siswa', 'kelas', 'gw', 'doang', 'yg', 'make', 'ai']",siswa kelas gw doang yg make ai
Gabriel Tumangkeng,5,2023-10-04 18:03:17,Sangat bagus banget perferct 🤝🙏✨✨,Positive,sangat bagus banget perferct ,bagus banget perferct,"['bagus', 'banget', 'perferct']",bagus banget perferct
Nafisatul Fitria,5,2023-09-22 09:03:03,good job sumpah membantu banget,Positive,good job sumpah membantu banget,good job sumpah membantu banget,"['good', 'job', 'sumpah', 'membantu', 'banget']",good job sumpah bantu banget
Muh. Fauzan Al Farizi,5,2023-09-12 19:31:22,Tambahin fitur gambar atau simbol²,Positive,tambahin fitur gambar atau simbol,tambahin fitur gambar simbol,"['tambahin', 'fitur', 'gambar', 'simbol']",tambahin fitur gambar simbol
GainaBro,5,2023-10-02 20:48:28,"sangat bermanfaat,keren,bagus,dll",Positive,sangat bermanfaatkerenbagusdll,bermanfaatkerenbagusdll,['bermanfaatkerenbagusdll'],bermanfaatkerenbagusdll
Danz,5,2023-09-27 08:00:32,aplikasi yang sangat membantu,Positive,aplikasi yang sangat membantu,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu
Imam Dwi cipta,5,2023-09-16 20:46:39,Bagus banget apk nya,Positive,bagus banget apk nya,bagus banget apk nya,"['bagus', 'banget', 'apk', 'nya']",bagus banget apk nya
Young Pa Sukri,4,2023-09-16 01:16:16,informatif tapi agak menjengkelkan,Positive,informatif tapi agak menjengkelkan,informatif menjengkelkan,"['informatif', 'menjengkelkan']",informatif jengkel
Amir Hamzah,4,2023-10-04 00:56:50,Bagus sekali sangat membantu,Positive,bagus sekali sangat membantu,bagus membantu,"['bagus', 'membantu']",bagus bantu
imron hamzah,5,2023-09-29 23:15:11,aplikasi yg sangat bagus,Positive,aplikasi yg sangat bagus,aplikasi yg bagus,"['aplikasi', 'yg', 'bagus']",aplikasi yg bagus
Luck Bw,5,2023-10-03 10:31:45,Sangat Pandai AI Nya Dalam Memahami Soal,Positive,sangat pandai ai nya dalam memahami soal,pandai ai nya memahami,"['pandai', 'ai', 'nya', 'memahami']",pandai ai nya paham
prima mj,5,2023-09-25 16:18:00,Keren abia buat ngobrol yg berat,Positive,keren abia buat ngobrol yg berat,keren abia ngobrol yg berat,"['keren', 'abia', 'ngobrol', 'yg', 'berat']",keren abia ngobrol yg berat
Pippen Krismono,5,2023-09-26 18:16:28,ini aplikasi bagus,Positive,ini aplikasi bagus,aplikasi bagus,"['aplikasi', 'bagus']",aplikasi bagus
Ngen Tod,5,2023-09-26 10:28:59,membantu sekali ini apk,Positive,membantu sekali ini apk,membantu apk,"['membantu', 'apk']",bantu apk
Muhammad Nur Saepudien,5,2023-09-15 13:44:12,Bagus dan bermanfaat 👍,Positive,bagus dan bermanfaat ,bagus bermanfaat,"['bagus', 'bermanfaat']",bagus manfaat
Husen Tamin,5,2023-09-27 00:13:17,mantap ini aplikasinya,Positive,mantap ini aplikasinya,mantap aplikasinya,"['mantap', 'aplikasinya']",mantap aplikasi
Iwan Samsudin,5,2023-09-29 19:16:05,sangat membantu pekerjaan saya. 👍👍👍,Positive,sangat membantu pekerjaan saya ,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja
Tegar Pratama,5,2023-10-01 06:45:21,sangat membantu aku menyelesaikan 100 hari Minecraft,Positive,sangat membantu aku menyelesaikan  hari minecraft,membantu menyelesaikan minecraft,"['membantu', 'menyelesaikan', 'minecraft']",bantu selesai minecraft
Nandaa,5,2023-10-03 20:17:11,sangat membantu sekali,Positive,sangat membantu sekali,membantu,['membantu'],bantu
10_dzalaino exza Bowo s.p,5,2023-09-24 10:14:32,Keren sangat membantu bro,Positive,keren sangat membantu bro,keren membantu bro,"['keren', 'membantu', 'bro']",keren bantu bro
Lukman Nulhakim,5,2023-09-27 21:38:26,Mantap luar biasa,Positive,mantap luar biasa,mantap,['mantap'],mantap
Riski jaka Iman,5,2023-09-03 21:17:15,Bagus sekali bisa memberi pertanyaan tanpa habis Terima kasih😁😁😁,Positive,bagus sekali bisa memberi pertanyaan tanpa habis terima kasih,bagus habis terima kasih,"['bagus', 'habis', 'terima', 'kasih']",bagus habis terima kasih
andika sofyan,4,2023-08-25 07:04:33,"update aplikasi kamu, sampai pengetahuan 2023. aplikasimu terhenti di September 2021",Positive,update aplikasi kamu sampai pengetahuan  aplikasimu terhenti di september ,update aplikasi pengetahuan aplikasimu terhenti september,"['update', 'aplikasi', 'pengetahuan', 'aplikasimu', 'terhenti', 'september']",update aplikasi tahu aplikasi henti september
Sukijo sukijo,5,2023-08-01 10:42:27,"Bagus aplikasi ini sangat membantu, dan gratis.",Positive,bagus aplikasi ini sangat membantu dan gratis,bagus aplikasi membantu gratis,"['bagus', 'aplikasi', 'membantu', 'gratis']",bagus aplikasi bantu gratis
bruh,5,2023-07-28 15:03:52,masi banyak bug tapi gpp 🥰,Positive,masi banyak bug tapi gpp ,masi bug gpp,"['masi', 'bug', 'gpp']",mas bug gpp
Ijn 長門 Nagato,5,2023-07-28 15:23:18,Ai yang sangat responsif,Positive,ai yang sangat responsif,ai responsif,"['ai', 'responsif']",ai responsif
Naya Naya,4,2023-08-30 08:59:53,aplikasinya berguna dan menyenangkan,Positive,aplikasinya berguna dan menyenangkan,aplikasinya berguna menyenangkan,"['aplikasinya', 'berguna', 'menyenangkan']",aplikasi guna senang
alma fatah,5,2023-08-26 17:42:15,"Sejauh ini mantep banget, keren",Positive,sejauh ini mantep banget keren,mantep banget keren,"['mantep', 'banget', 'keren']",mantep banget keren
Fatih Fawwaz Albanna,5,2023-08-21 21:09:21,sangat membantu masalah dikehidupam sehari hari,Positive,sangat membantu masalah dikehidupam sehari hari,membantu dikehidupam sehari,"['membantu', 'dikehidupam', 'sehari']",bantu dikehidupam hari
Amogus Tututut,5,2023-09-14 20:29:05,aplikasi yang sangat membantu terimakasih,Positive,aplikasi yang sangat membantu terimakasih,aplikasi membantu terimakasih,"['aplikasi', 'membantu', 'terimakasih']",aplikasi bantu terimakasih
Anathapindika Mulyadi,5,2023-09-28 19:21:32,bagus banget rekomendet,Positive,bagus banget rekomendet,bagus banget rekomendet,"['bagus', 'banget', 'rekomendet']",bagus banget rekomendet
Saul Ragozet,5,2023-07-28 20:40:49,Masih perlu ditingkatkan lagi✌🏻,Positive,masih perlu ditingkatkan lagi,ditingkatkan,['ditingkatkan'],tingkat
Laksamana bayu,5,2023-09-29 18:32:59,aplikasi ini sudah cukup bagus,Positive,aplikasi ini sudah cukup bagus,aplikasi bagus,"['aplikasi', 'bagus']",aplikasi bagus
