userName,score,at,content,label
Zelix,5,2023-08-31 21:03:55,"Udah cukup bagus, lengkap, dan bisa diandalkan. Namun, kalo bisa ditambahin juga lah pengiriman bergambar. Intinya overall udah oke nih AI. Keep it up, devloper!",Positive
Venom Cyber Security,4,2023-08-31 16:47:33,"Perangkat saya adalah Xiaomi Redmi 7 dan aplikasi ini ga bisa di jalankan dan walaupun saya sudah mengikuti langkah yang di sarankan untuk mengizinkan telfon di layanan google play tapi tetap saja sama, dan waktu saya meng uninstal aplikasi ini malah ga bisa tapi setelah saya uninstall lewat play store ternyata bisa, semoga aplikasi ini dibuat lebih ringan lagi dan ga makan banyak ram, terimakasih👍",Positive
Mui Jung,5,2023-08-07 15:21:58,"Membantu banget gak kaya google kalo di tanyain malah suruh cari di web ribet lama,ini the best",Positive
Donny Lukman,5,2023-08-18 20:02:09,Good Project ...mudah dan ringkas dalam menemukan jawaban dan solusi dlm kehidupan kita sehari2 ...tks chatgpt 🥰🙏,Positive
Devi Parwati,5,2023-09-20 16:18:59,"Bagus , membantu saya yang Tdk lancar Bhs inggris 🤣🤣",Positive
Ananta Pebrianto,5,2023-09-24 19:41:29,sangat berguna sekali ya teman teman,Positive
Rizky Pratama,5,2023-08-28 14:34:16,Aplikasi ini sangat membantu dalam mengerjakan soal,Positive
Marriadi Indra,5,2023-09-07 22:32:26,"bagus, saya suka dengan apk ini👍🏻⭐️⭐️⭐️⭐️⭐️",Positive
Reiji Valdcs,5,2023-09-27 12:37:06,Lanjut terus sempurnakan,Positive
BeBy_ MeTaL,5,2023-09-05 09:42:39,Aplikasi yg sangat bagus saya tidak pernah bosan memainkannya,Positive
Hartono,5,2023-07-27 23:02:17,Semoga bermanfaat untuk semua para penggunaya Aplikasi ChatGPT. Terima Kasih,Positive
Nda Lexa,5,2023-08-01 19:00:28,"Aplikasi yg sangat membantu untuk aku yg males ribet mengerjakan tugas sekolah, tinggal tulis soal jawaban langsung muncul no ribet2. The best aplikasinya",Positive
M. Ridwan,5,2023-09-02 10:57:46,sangat membantu dalam mengerjakan tugas,Positive
fajar setya wibowo,5,2023-09-06 05:20:36,Bermanfaat membantu pekerjaan saya di kantor,Positive
Haikal EXE,5,2023-09-28 18:59:41,"sangat membantu saya dalam mengerjakan tugas tugas, jempol dari saya!!",Positive
Myrna Recy,5,2023-09-10 20:39:40,berguna buat respon temen ama pacar lumayan lah buat yang bingung mw jawab apa🗿👍,Positive
Deva Pratama,5,2023-08-14 19:05:08,Kemampuan ia yang luar biasa mau sesulit apapun pertanyaannya ia dengan mudah menjawab terimakasih chatgpt,Positive
Taskiman,5,2023-07-27 22:59:08,"Tambahkan tombol Copy Teks yang berisi Kode program, dan tampilkan juga warna pada isi kode yang diberikan ChatGPT.",Positive
rizky setiawan,1,2023-07-28 09:06:00,update pengetahuan nya.. 2021 itu terlalu ketinggalan jaman,Negative
Akun zaky Algifharie,5,2023-10-04 13:53:07,Aplikasi kesukaan saya bisa semuanya,Positive
hadi susyanto,5,2023-09-07 09:24:40,sangat berguna belajar apa saja..hebat.,Positive
Dimas Poetrapratama,5,2023-07-28 15:43:56,Aplikasi chatgpt bagus sekali wajib di kasih bintang lima,Positive
nurholis marshall,5,2023-08-25 16:52:53,Sangat bermanfaat untuk orang yg sulit bertanya langsung kepada orang lain secara kritis.,Positive
eddy setianto,5,2023-09-22 23:01:57,Sangat bagus untuk referensi,Positive
Him Mmye,5,2023-08-22 10:40:20,"aplikasi yang bagus, sangat membantu 😍",Positive
Darma Pardosi,5,2023-08-26 14:23:19,"luar biasa,sangat membantu",Positive
Timothy Christian Prasetyo,5,2023-08-17 10:53:12,"sangat membantu sekali, terimakasih untuk manusia yang membuat AI ini. love u so much💓",Positive
Ivan Jatnika,5,2023-08-09 22:00:12,Aplikasi yg sangat membantu terima kasih.,Positive
Ringson Sidabutar,5,2023-08-28 18:12:28,"Ini yang asli ya teman teman, yang lain itu bajakan semua!",Positive
Daffa Al Ghifari,5,2023-07-30 10:11:40,"aplikasi bagus banget, sangat berguna",Positive
Fatur Rahman R.,5,2023-09-08 05:34:20,Bagus! Tolong diupdate pengetahuan AI-nya sampai September 2023.,Positive
Faris Jhatisunda,5,2023-08-11 22:33:14,sangat berguna dan bermanfaat,Positive
Dwi Sup,5,2023-07-27 22:49:40,Ringan dan cepat,Positive
Muhammad Arjuna,5,2023-09-28 20:50:56,Aplikasi ini sangat membantu saya dalam pertanyaan yang saya tidak tahu 💯,Positive
Chelvin Christiansantosa,5,2023-08-29 21:50:06,Apk ny bagus cuman kadang kadang sistem ny eror,Positive
Akung xD,1,2023-08-31 19:37:27,tidak bisa login,Negative
eby tapilahuwane,5,2023-08-22 10:09:45,Mantap benar aplikasi sangat membantu,Positive
Fire Shadow,5,2023-09-08 15:10:05,Sangat membantu dalam berbagai hal,Positive
Ahmad Rayhan Firdaus,4,2023-10-04 20:14:53,Aplikasi ini sangat membantu dalam hal baru,Positive
Suci Kurniawati,5,2023-09-21 15:51:03,bener bener ngebantu banget terimakasih 🦋😍😍,Positive
Nur Fitriani Ramadhan,5,2023-09-20 07:27:22,"saran, tambahin fitur pinned dong.",Positive
Bima Sigit,5,2023-09-17 19:30:46,Sangat membantu. Keren !,Positive
Nazril Alatha,5,2023-09-16 21:44:07,Sangat bagus keren mantap,Positive
Mine Game,5,2023-09-18 06:50:28,sangat membantu kehidupan sehari hari,Positive
R U D Z,5,2023-10-04 19:55:30,"dari 29 siswa di kelas, cuma gw doang yg tahu dan make ai ini💀",Positive
Gabriel Tumangkeng,5,2023-10-04 18:03:17,Sangat bagus banget perferct 🤝🙏✨✨,Positive
Nafisatul Fitria,5,2023-09-22 09:03:03,good job sumpah membantu banget,Positive
Muh. Fauzan Al Farizi,5,2023-09-12 19:31:22,Tambahin fitur gambar atau simbol²,Positive
GainaBro,5,2023-10-02 20:48:28,"sangat bermanfaat,keren,bagus,dll",Positive
Danz,5,2023-09-27 08:00:32,aplikasi yang sangat membantu,Positive
Imam Dwi cipta,5,2023-09-16 20:46:39,Bagus banget apk nya,Positive
Young Pa Sukri,4,2023-09-16 01:16:16,informatif tapi agak menjengkelkan,Positive
Amir Hamzah,4,2023-10-04 00:56:50,Bagus sekali sangat membantu,Positive
imron hamzah,5,2023-09-29 23:15:11,aplikasi yg sangat bagus,Positive
Luck Bw,5,2023-10-03 10:31:45,Sangat Pandai AI Nya Dalam Memahami Soal,Positive
prima mj,5,2023-09-25 16:18:00,Keren abia buat ngobrol yg berat,Positive
Pippen Krismono,5,2023-09-26 18:16:28,ini aplikasi bagus,Positive
Ngen Tod,5,2023-09-26 10:28:59,membantu sekali ini apk,Positive
Muhammad Nur Saepudien,5,2023-09-15 13:44:12,Bagus dan bermanfaat 👍,Positive
Husen Tamin,5,2023-09-27 00:13:17,mantap ini aplikasinya,Positive
Iwan Samsudin,5,2023-09-29 19:16:05,sangat membantu pekerjaan saya. 👍👍👍,Positive
Tegar Pratama,5,2023-10-01 06:45:21,sangat membantu aku menyelesaikan 100 hari Minecraft,Positive
Nandaa,5,2023-10-03 20:17:11,sangat membantu sekali,Positive
10_dzalaino exza Bowo s.p,5,2023-09-24 10:14:32,Keren sangat membantu bro,Positive
Lukman Nulhakim,5,2023-09-27 21:38:26,Mantap luar biasa,Positive
Riski jaka Iman,5,2023-09-03 21:17:15,Bagus sekali bisa memberi pertanyaan tanpa habis Terima kasih😁😁😁,Positive
andika sofyan,4,2023-08-25 07:04:33,"update aplikasi kamu, sampai pengetahuan 2023. aplikasimu terhenti di September 2021",Positive
Sukijo sukijo,5,2023-08-01 10:42:27,"Bagus aplikasi ini sangat membantu, dan gratis.",Positive
bruh,5,2023-07-28 15:03:52,masi banyak bug tapi gpp 🥰,Positive
Ijn 長門 Nagato,5,2023-07-28 15:23:18,Ai yang sangat responsif,Positive
Naya Naya,4,2023-08-30 08:59:53,aplikasinya berguna dan menyenangkan,Positive
alma fatah,5,2023-08-26 17:42:15,"Sejauh ini mantep banget, keren",Positive
Fatih Fawwaz Albanna,5,2023-08-21 21:09:21,sangat membantu masalah dikehidupam sehari hari,Positive
Amogus Tututut,5,2023-09-14 20:29:05,aplikasi yang sangat membantu terimakasih,Positive
Anathapindika Mulyadi,5,2023-09-28 19:21:32,bagus banget rekomendet,Positive
Saul Ragozet,5,2023-07-28 20:40:49,Masih perlu ditingkatkan lagi✌🏻,Positive
Laksamana bayu,5,2023-09-29 18:32:59,aplikasi ini sudah cukup bagus,Positive
Ilham Fadjrin,5,2023-08-17 13:39:08,Sangat Membantu Terutama Dalam Urusan Buatkan Sebuah Do'a,Positive
Willie Zhao,5,2023-08-26 19:24:54,"Suka sekali dengan aplikasi ini,sangat bermanfaat.",Positive
WANZZ 04,5,2023-09-19 19:21:27,ini aplikasi terbaik,Positive
Muhammad tuhar yatno,5,2023-07-28 16:21:18,Ini aplikasi yang wajib ada di hape orang Indonesia... Harusnya terinstall secara default sejak beli hape pertama kali,Positive
Abi indo,5,2023-09-28 22:04:51,sangat membantu!,Positive
Trust Yourself,5,2023-09-11 22:58:55,gokil sekarang akhirnya punya aplikasi resmi,Positive
Theo Bate'e,5,2023-09-15 21:37:20,semuanya bisa,Positive
Dennis Fadillah,5,2023-09-24 06:25:36,bagus. cukup membantu,Positive
W Anggara,4,2023-07-30 02:56:15,Untuk sementara tidak ada masalah pada aplikasi ini.,Positive
I.N.D.Y,5,2023-07-27 23:46:21,"Bagus, tapi google bard lebih terupdate daripada chat gpt",Positive
Krish Yuddianto,5,2023-09-11 18:13:40,Bagus bgt ngerjain PR jadi sangat Mudahhh :)🥰🥰,Positive
Siti Khodijah,5,2023-10-04 21:24:45,bagus banget 👍 saya suka,Positive
Yuda Saputra,5,2023-09-18 22:45:29,saya sangat suka aplikasi ini sangat membantu,Positive
Divio Santos,5,2023-10-03 21:23:17,aplikasi terbaik auto bintang5,Positive
Muhammad rafi Effendi,5,2023-09-25 08:51:02,jawabannya yg sangat akurat,Positive
Ghozamm,5,2023-09-17 07:08:46,hebat yang membuat APK ini,Positive
Zie,5,2023-09-11 09:30:14,keren dan sangat membantu,Positive
SYAMSI SY,5,2023-09-05 22:04:22,"trn ksh karena sangat membantu,semoga sukses selalu.",Positive
Anwar Nasyaruddin,3,2023-09-17 13:52:15,"Saya baru memulai, gunakan aplikasi ini jadi saya belum bisa beri komentar.",Neutral
Bagus Krishna,5,2023-09-17 19:24:02,"Memudah kan banget sih ini , untuk ngerjain soal. 😍😍🥰🥰",Positive
Nasya Inayah,5,2023-09-06 17:54:11,"Bagi saya, ini sangat membantu Terima kasih banyak",Positive
Imbron Muhammad,3,2023-09-19 05:11:49,terima kasih semangat dalam membantu,Neutral
Fikri Firmansyah,5,2023-09-12 17:41:01,Sangat membantu pisan euy aseli,Positive
Rizki Gans,5,2023-09-09 23:23:41,Sungguh membantu dan semua jawaban ada didalam,Positive
M Daffa,5,2023-09-14 21:51:50,Salah satu gebrakan baru di dunia teknologi revolusi industri 4.0,Positive
Kainan Tamher,5,2023-09-14 21:31:16,aplikasi ini sangat membantu🙏🙏,Positive
JOHAN JUNAEDI,5,2023-09-06 20:56:03,"Terimakasih, luar biasa.bermanfaat",Positive
Brian s,5,2023-09-06 18:31:38,bagus membantu banget,Positive
Kamis Anselmus,5,2023-09-10 06:16:21,Apk ini sangat membantu,Positive
Kaspul Anwar,5,2023-09-16 20:09:24,Ini sangat membantuku dalam banyak hal,Positive
Niko eyl 03,5,2023-07-28 07:43:37,"Pertama dari Indonesia ""sepertinya"" wkwkw app nya keren",Positive
Z GAME GAMING,5,2023-08-22 20:21:46,AI nya bagus nya sangat membantu:),Positive
Dani Firmansyah,5,2023-10-01 23:03:20,sangat membatu sekali,Positive
Khopid Syafutra,5,2023-09-09 20:33:24,terimakasih sangat membantu sy,Positive
Muhammad Fathur Rizki,5,2023-07-29 01:39:01,Tolong buat chatgpt bisa mengirim gambar,Positive
Ardyan Rivals,5,2023-07-29 10:41:33,Respon cepat berbeda dengan web yang nulis per kata,Positive
ANGGA NURFAIZAL,5,2023-07-28 13:18:47,Keren abis nih chargpt,Positive
Kandidus Tolok,5,2023-08-28 07:51:54,"Sangat bagus, dan membantu",Positive
Amir Machmud,5,2023-08-10 20:45:33,Cukup membantu dalam mencari kosakata,Positive
ACONG BONG,5,2023-08-26 19:56:52,Sangat bagus ketika gk ada temen 🗿,Positive
Pathetic Art Studio,5,2023-08-25 08:03:43,kami ingin Chat GPT 4.0 yang lebih baru & interaktif,Positive
erlina Ypnurulain,5,2023-09-02 20:09:17,Sangat membantu sekali aplikasi ini,Positive
Agung ajaah,5,2023-08-29 13:16:52,aplikasi nya sangat membantu,Positive
Fikal Erlama,5,2023-08-01 19:21:41,sangat membantu the best pokonya,Positive
Yudha Gamerz•099,5,2023-08-19 11:57:13,"sangat asik, seperti layaknya manusia",Positive
Raqupi,5,2023-07-29 09:33:41,ditunggu update databasenya,Positive
M.ray raihan,5,2023-09-05 07:49:10,tidak perlu di tanyakan lagi tentang kegunaannya,Positive
Balqis Wirda yunita,5,2023-09-01 05:43:21,membantu sya dalam mengerjakan PR. keren👍🏻,Positive
Shazwan 23,3,2023-08-22 07:12:11,Chat gpt belum tentu benar 100% nilai saya 75 karna liat chat gpt.,Neutral
Ganjar swargani Nugraha,5,2023-09-02 11:27:38,Mantap... rekomended banget lah..,Positive
abdullah abdullah,5,2023-08-02 23:09:19,best banget ini boskuh,Positive
Dina MEILIANA,1,2023-08-31 21:13:29,Error dan lama,Negative
S/ N,3,2023-07-28 18:23:40,Gak bisa login,Neutral
Puspa Puspa,5,2023-09-04 11:01:31,ini sangat membantu saya dalam melakukan suatu hal,Positive
Zamril Ululazmi,5,2023-08-29 20:03:45,aplikasi ya bagus,Positive
Sabihun Nahar,5,2023-08-16 08:12:01,"bagus, sangat membantu",Positive
Rudi Cuan,5,2023-08-17 15:34:33,sangat membantu pekerjaan saya,Positive
Zainal Abidin,5,2023-07-29 13:35:15,Mantap sekarang bukan di web lagi,Positive
Ari Nugroho,5,2023-07-28 22:13:34,Auto jadi pintar guweh 😁,Positive
Skip Neygro,5,2023-09-02 10:38:54,aplikasi dengan segudang manfaat,Positive
Afif Said K Z,5,2023-08-03 20:28:44,Jika ai ini memiliki perasaan maka ini akan menjadi luar biasa!,Positive
sunardi muslimin,5,2023-09-05 13:13:06,Keren n sangat membantu,Positive
Risya Muttaqien,5,2023-08-24 05:13:10,Salah satu aplikasi terbaik di era ini,Positive
Wisa Pramesti,5,2023-09-04 07:30:05,Sangat membantu sekali,Positive
Reza Ica,1,2023-08-16 19:12:53,Bintang 1 dulu nanti kalau beneran bagus aku tambah bintangnya,Negative
okta gram,5,2023-08-24 22:03:52,bisa menambah wawasan,Positive
diyon 14,5,2023-07-27 22:57:52,Easy bintang 5 terbaik,Positive
M. Faiq Agustian,5,2023-08-03 08:03:12,Sangat bermanfaat ☆☆☆☆☆,Positive
Rafil Ardi Ariaksa,5,2023-09-05 09:05:38,Menambah wawasan saya berpengetahuan Thanks👍👍👍,Positive
MUHAMMAD ARYASUTA,5,2023-08-29 08:19:55,aplikasi yang bagus👍,Positive
Doppo A12,5,2023-08-28 11:30:36,keajaiban teknologi,Positive
Moch Cholik,5,2023-08-11 06:37:08,benar2 bs diandalkan utk menopang khidupan,Positive
angga darwinsah,5,2023-08-29 06:07:35,"Terima kasih, sangat terbantu",Positive
buyung perak,1,2023-09-02 20:05:29,Tidak bisa terhubung akun Google.,Negative
Hady VyfeTwo,5,2023-08-02 20:52:52,Best lah ini aplikasi,Positive
Maufal Achmadin,5,2023-07-28 14:53:48,Chat GPT yang sesungguhnya ini developernya,Positive
kihajar xixixix,5,2023-09-26 08:31:36,tolong untuk pihak chatgpt untuk penambahan figur seperti kirim video atau semacam agar AI dapat bekerja sesuai dengan keinginan,Positive
The Thinker,5,2023-09-13 19:28:38,"Bagus. Akan tetapi, informasi yang diberikan dalam aplikasinya ketika pengguna menanyakan atau meminta penjelasan terkait sesuatu, terbilang kurang panjang dan kurang detail.",Positive
Mita Nasution,5,2023-09-06 16:09:49,Sangat keren dan canggih menjawab dengan cepat dan pintar aplikasi ini sangat direkomendasikan!!,Positive
Rebut Sugianto,5,2023-09-17 21:34:53,Pengalaman yg luar biasa,Positive
Batik Tilung,5,2023-09-29 16:18:10,mantap mantap mantap,Positive
Nscc Zxvsy,5,2023-09-25 22:28:26,"SANGAT BAGUS, REKOMENDASI BUAT KALIANN😁😁",Positive
M Dimas Rizky,5,2023-09-05 14:10:19,BRO GILA APLIKASI INJ BENER BENER SERU BRO PLIS DOWNLOAD NI APLIKASI WORTH IT SUMPAH WORTH IT GAK NYESEL DEH LU DOWNLOAD NI APLIKASI,Positive
Dark Music,5,2023-07-28 05:19:44,Terimakasih sangat membantu,Positive
Movie Maker,5,2023-09-01 17:13:34,"Bagus banget,aku merekomendasikan ini sih",Positive
Iqbal Hisam,5,2023-08-15 22:27:14,AI paling ter best yg pernah ada,Positive
Ziaul Fathan,5,2023-09-29 13:51:44,cukup membantu,Positive
Sri Wahyuni,5,2023-08-18 03:54:15,Luar Biasa Aplikasi Ini.,Positive
Nova Byte,5,2023-07-27 22:54:34,Overrall sejauh ini bagus plus mendukung penggunaan bahasa Indonesia nanti kalau bisa ditingkatkan lagi,Positive
Jamal crb22,1,2023-07-30 15:28:32,"Tolong dong perbaiki kembali aplikasinya, saya mencoba masuk tapi selalu tidak bisa! Mohon responya",Negative
Deva Tim,1,2023-09-03 12:19:51,"chat gpt versi ampas jawaban gak nyambung dan gak komunikatif, cenderung pasif dan sangat monoton",Negative
Wahyu Krisna Dinata,5,2023-08-09 11:57:33,Bagus banget apk nya tapi mohon kedepannya untuk ditambahkan fitur untuk gambar/foto,Positive
Ahmad Efendi,2,2023-08-22 17:41:17,Tidak seperti whatsapp kalau chat di sini lama kelamaan akan hilang dan ulangin lagi dari awal mohon perbaiki,Negative
Foto Mansion,3,2023-08-29 21:35:11,Aplikasi nya bagus si tetapi aku coba chat kok error aplikasinya padahal WI-FI aku masih lancar,Neutral
Herwin,5,2023-07-28 05:48:11,"Aplikasi bagus, semoga bisa ditingkatkan ke gpt 4 dan gratis......",Positive
Tanca Skd,5,2023-08-04 07:38:38,"Responsif dan sabar ,🤣🤣",Positive
Ahmat Fauzi,5,2023-09-30 10:32:51,sangat menyenangkan,Positive
ivan yamazaki kun,5,2023-07-28 16:15:02,Hatur nuhun alat pintar 👍💡📚,Positive
Muhammad Zailani,5,2023-09-21 09:45:44,sangat memuaskan,Positive
Doddy Ekohari Sandy,5,2023-09-23 22:14:42,Sangat membantu 👍👍,Positive
Call me I dont care,3,2023-09-03 20:28:35,Ga ada update sejak september 2023,Neutral
Advent Simanjuntak,5,2023-07-28 19:35:39,Menjadi yang pertama itu sangatlah baik,Positive
AHMAD DAHLAN,5,2023-10-04 09:27:19,cukup membantu,Positive
Rush Yanto,5,2023-09-21 09:38:44,suka dah mantap,Positive
Misugaru Latte Drink And Food,5,2023-09-25 18:53:24,huaa masyaallah baguss bangeet 😭❤️,Positive
venom,5,2023-09-15 16:16:14,Sangat membutuhkan saya dalam belajar coding pemula.,Positive
Dede Axl,5,2023-09-14 19:02:49,sangat membantu,Positive
Gita Atma Nagara,5,2023-10-02 13:24:01,sangat bermanfaat,Positive
Caca _Nabila.Callista,5,2023-09-17 18:55:54,Sangat membantu 👍👍👍,Positive
ela eli,5,2023-08-28 17:44:47,Aplikasi nya bagus,Positive
Kafi Khoirudin,5,2023-08-22 09:43:09,trimkasih sangat membatu saya 🙏🙏🙏🙏🙏👍👍👍👍👍👍👍😁,Positive
Intan Ariesyanti,5,2023-09-19 09:08:17,sangat membantu,Positive
abi_noob24 Live,5,2023-10-02 16:36:40,nice bagus coy,Positive
Dstaa Official,5,2023-09-30 13:14:46,Sangat membantu!!!,Positive
Rini Efisanti Giawa,5,2023-10-03 13:51:01,Sangat membantu,Positive
Ahyana Rahmatika,1,2023-09-19 20:46:11,Fitur suaranya nggak bisa dipakai,Negative
Naufaldn,5,2023-09-10 06:46:18,Mantap sekali bung,Positive
MZXD,5,2023-09-07 23:50:46,Sangat Membantu,Positive
Kiki& Rama,5,2023-07-29 09:12:16,Hebat sekali aplikasinya,Positive
Hilda Ifana saragi,5,2023-08-29 22:22:04,Intinya gini GRATIS,Positive
Da Ji,5,2023-08-07 10:36:07,sayang bgt terakhir update 2021,Positive
Lord Grinva,1,2023-09-27 13:33:46,Saya mengerjakan soal google form kenapa sering nilai di bawah KKM apakah sengaja di salahkan?,Negative
Anisyah Astriasari,5,2023-08-25 11:06:52,sangat membantuu bngttttttttt🤩😍😍😍😍,Positive
Lia Lia,5,2023-09-14 20:09:51,Sangat membantumu bangettt❤❤❤❤,Positive
KhoCing,5,2023-09-28 19:03:34,sangat membantu :D,Positive
Dirtybubble H,5,2023-09-05 14:03:16,sangat memuaskan,Positive
Ragil Ariansyah,5,2023-09-22 17:03:39,sangat membantu,Positive
DANA Willy,5,2023-08-01 18:22:24,Bagus banget ini!,Positive
Qazwe Qaz,1,2023-08-27 07:10:37,Login berkali2 gagal tidak segera diperbaiki masalah ini,Negative
Ifva syarif fanny,5,2023-08-29 22:19:36,Sangat membantu sekali untuk yang suka bekerja dalam seni,Positive
Microsoft Windows,5,2023-07-28 05:58:37,Sangat bermanfaaat,Positive
rakha satya,5,2023-09-07 18:19:58,chat gpt bukan sembarang gpt.,Positive
ACHIMNORTU,5,2023-08-08 21:45:43,"Sangat bagus, luar biasa, maunya jadi asisten pengganti google bisa?",Positive
Omdoe Amry,5,2023-07-28 07:47:59,"P, First.sebelum banyak yang kasih ulasan :v Wkwkwk.",Positive
Mrsya Taalempungan,4,2023-09-15 04:44:35,sangat membantu,Positive
Delau Rio,5,2023-09-06 19:38:32,Sangat membantu,Positive
Yulia Kholifatus,5,2023-09-23 22:15:31,sangat membantu,Positive
Ade Jalaludin Irsyad,5,2023-09-04 20:00:33,Aplikasi yang bagus,Positive
DafiUwU GamingXD,5,2023-09-24 17:25:59,membuat pintar umat manusia,Positive
Siti Padriya,5,2023-09-24 14:36:24,Sangat membantu,Positive
Rga Tehgal,5,2023-09-28 15:25:56,Bagus Banget cuy AInya,Positive
Zaki Zaki,5,2023-09-26 20:51:24,bagus sekali,Positive
yuda febri,5,2023-09-19 11:47:53,Mantappp sangat membantu,Positive
Eryca Natasya,5,2023-10-02 07:18:12,sukaaaaaa praktissss kerennn,Positive
Venzz Gaming,5,2023-09-04 10:12:10,Sangat bermanfaat,Positive
Supi Hadi,5,2023-09-16 08:56:00,Sangat membantu,Positive
Arfian NPC,4,2023-09-24 21:36:34,Ini sangat bagus!,Positive
M Sofyan Murtadlo,5,2023-08-02 04:18:05,Aplikasi sangat membantu,Positive
Raihan Cahtra Rizqy Prian Pratama,5,2023-07-28 05:46:23,REKOMENDASI DAN MENARIK!,Positive
Helen Rizky,5,2023-09-10 20:53:16,sangat membantu,Positive
Thohar Robbani,5,2023-09-26 09:06:30,sangat membantu,Positive
Muh Arga,5,2023-08-06 18:47:51,Sangat bagus ✴️,Positive
10. Dewi Afria Uma Arista,5,2023-09-29 21:11:55,sangat membantu dalam menemukan jawaban yang sulit,Positive
Andi Wahdaniah,1,2023-10-01 16:51:34,"kenapa saya tidak bisa login? sudah berapa kali coba tetap tidak bisa, mohon bantuannya.",Negative
Yoshimori Sumimura,1,2023-08-01 21:46:01,"ai yang sangat bodoh,,",Negative
Willi emola,4,2023-09-26 17:30:31,Keren banget apk satu ini Tapi belum ada fitur kalkulator nya,Positive
Si Pedo,5,2023-08-09 20:38:00,Sangat membantu👍,Positive
Jessen Christian,5,2023-09-12 13:39:00,Gila nih aplikasi terkeren cuy!!,Positive
Yahya Maulana 1,5,2023-09-08 10:54:06,sangat membantu,Positive
Umi Jeslyn,5,2023-09-06 18:48:58,sangat membantu,Positive
AL NAZWAR RILLAH,5,2023-09-14 18:48:10,sangat membantu,Positive
Feli Yulita,4,2023-08-19 11:54:51,Terlalu konservatif peringatan pelanggaran policy-nya,Positive
Enriqe Glazio Alqi Reza,5,2023-07-30 11:20:47,Sangat membantu👍,Positive
Luthfi Badri,4,2023-07-28 08:39:06,Moga bisa upload gambar,Positive
Laila Kumala,5,2023-09-06 00:22:56,Bagus apk nya,Positive
Jodhy Primajid,5,2023-07-29 06:46:51,Sangat membantu,Positive
Subi Aly,5,2023-09-04 10:06:16,semoga tidak menjadi prabayar suatu hari nanti :),Positive
Muhammad Fardhan,5,2023-08-31 21:07:37,Kenapa saya nanya tidak dijawab?,Positive
Abu Khaalish,5,2023-08-14 11:13:12,sangat membantu,Positive
Rev4nnn,5,2023-09-03 18:59:44,Sangat membantu,Positive
Direx1828 Panaha,5,2023-09-23 12:51:48,Luar Biasa. Mantap,Positive
David Sand,5,2023-09-11 16:44:14,sangat membantu,Positive
D E L F Y S A U Q I,5,2023-09-05 22:02:42,sangat bergunaa,Positive
Muhamad Qamarudin,5,2023-09-12 18:04:43,Penemuan terbesar abad ini 🥳,Positive
Sis Wanto2,5,2023-09-12 05:50:42,sangat membantu,Positive
Faa Rizky,1,2023-09-14 11:13:08,Hadeh akses cuman sampai tahun 2021,Negative
Raraaayyy,5,2023-09-05 22:58:42,BENAR BENAR MEMBANTU MANTAPP,Positive
Fa Iz,5,2023-09-08 15:47:01,dapat membatu saya ketika kebingungan,Positive
Ferli Ajh,5,2023-09-05 10:13:00,sangatt membantu,Positive
Alvin Alvaro,2,2023-09-25 12:08:01,Gara2 chat gpt nilai b inggris ku 20 dan temen ku 10,Negative
ahcmat barokah,1,2023-07-28 05:00:14,Kurang tepat untuk menjawab,Negative
Rocky Saputra,1,2023-08-29 18:14:01,"Gpt 4,50 Pesan setiap 3 jam,cukup pelit,jika dapat tolong tanpa batas,tolong jangan serakah, terima kasih.",Negative
EW 12,4,2023-07-29 08:12:37,AI jaman sekarang makin ngeri 😮,Positive
Virzha Zha,5,2023-09-02 10:16:52,sangat membantu,Positive
Your Boo,5,2023-09-04 19:30:06,sangat membantu,Positive
IronHead M.R.C,5,2023-07-28 17:11:52,Moga belajar makin baik,Positive
Raymirza Ismail,5,2023-08-19 07:02:55,sangat membantu kuuu sekaliii,Positive
Radul Channel,5,2023-07-28 03:42:25,Lumayan daripada lumanyun,Positive
Alvi Pratama,5,2023-08-27 19:28:16,Ini apk terbaik 😫,Positive
Inten Suweno,5,2023-08-30 10:17:21,Sangat membantu,Positive
VIII A Samuel Putra Hengky Godfried,5,2023-08-29 19:01:12,ai yang sangat berguna,Positive
Dodik Wahyudi,5,2023-08-23 13:02:56,sangat membantu,Positive
Yety Tryani,5,2023-08-14 19:22:44,aku suka...aku suka.....,Positive
Zazar,5,2023-07-29 20:21:57,"SUKA BANGET WOI, AKHIRNYA CHATGPT ADA DI ANDROID",Positive
GADING SATRIA ADINATA,5,2023-09-02 22:25:58,APK INI YANG GW BUTUHIN SELAMA INI!!,Positive
Suyono 23,5,2023-07-27 22:23:05,sangat OK... mantaaaap,Positive
Wahyu 25,1,2023-07-28 20:37:06,Apakah ini aplikasi resmi?,Negative
Shynto Putra Jaya,5,2023-09-04 18:54:53,Terima kasih Berguna banget buat saya,Positive
Faizan Maun,3,2023-09-04 08:09:00,Sampe kiamatpun login cuman muter muter doang,Neutral
Hendra Kurniawan,5,2023-07-28 12:49:58,Moga lebih lengkap lagi,Positive
Robby Wahyu,4,2023-07-28 16:20:10,Sedang mencoba. Terima kasih.,Positive
Yusuf Agency Jogjakarta,5,2023-08-21 09:23:15,"Masya Allah, sangat bagus",Positive
Iman Sulaeman,5,2023-08-25 21:14:26,Seperti bertanya dengan teman...,Positive
azfa muzakki,5,2023-07-31 21:49:51,Mantul (mantap betul),Positive
Fatkur Rohman,5,2023-09-05 11:45:20,jawaban yang mantap,Positive
